781.6,0.096
782.2,0.102
782.9,0.098
783.5,0.106
784.2,0.096
784.9,0.105
785.5,0.099
786.2,0.085
786.8,0.085
787.5,0.084
788.2,0.089
788.8,0.088
789.5,0.089
790.1,0.078
790.8,0.074
791.4,0.071
792.1,0.068
792.8,0.082
793.4,0.07
794.1,0.069
794.8,0.076
795.4,0.066
796.1,0.079
796.7,0.059
797.4,0.063
798.1,0.058
798.7,0.071
799.4,0.075
800,0.065
800.7,0.051
801.4,0.068
802,0.064
802.7,0.066
803.3,0.066
804,0.05
804.7,0.056
805.3,0.062
806,0.056
806.6,0.053
807.3,0.057
808,0.052
808.6,0.059
809.3,0.057
809.9,0.053
810.6,0.046
811.3,0.052
811.9,0.054
812.6,0.045
813.2,0.038
813.9,0.04
814.6,0.032
815.2,0.039
815.9,0.042
816.5,0.024
817.2,0.037
817.9,0.033
818.5,0.032
819.2,0.026
819.8,0.039
820.5,0.038
821.2,0.041
821.8,0.038
822.5,0.034
823.1,0.035
823.8,0.033
824.5,0.035
825.1,0.031
825.8,0.036
826.4,0.038
827.1,0.043
827.8,0.04
828.4,0.04
829.1,0.033
829.8,0.029
830.4,0.033
831.1,0.03
831.7,0.035
832.4,0.034
833.1,0.033
833.7,0.039
834.4,0.037
835,0.036
835.7,0.048
836.4,0.034
837,0.036
837.7,0.039
838.3,0.04
839,0.037
839.7,0.05
840.3,0.035
841,0.029
841.6,0.033
842.3,0.031
843,0.037
843.6,0.029
844.3,0.038
844.9,0.025
845.6,0.034
846.3,0.03
846.9,0.036
847.6,0.027
848.2,0.032
848.9,0.035
849.6,0.037
850.2,0.034
850.9,0.029
851.5,0.031
852.2,0.025
852.9,0.037
853.5,0.034
854.2,0.036
854.8,0.037
855.5,0.03
856.2,0.03
856.8,0.021
857.5,0.04
858.1,0.031
858.8,0.029
859.5,0.021
860.1,0.03
860.8,0.04
861.5,0.03
862.1,0.031
862.8,0.027
863.4,0.019
864.1,0.024
864.8,0.027
865.4,0.036
866.1,0.034
866.7,0.019
867.4,0.03
868.1,0.023
868.7,0.023
869.4,0.017
870,0.027
870.7,0.025
871.4,0.02
872,0.026
872.7,0.027
873.3,0.026
874,0.039
874.7,0.027
875.3,0.025
876,0.03
876.6,0.025
877.3,0.02
878,0.027
878.6,0.026
879.3,0.018
879.9,0.027
880.6,0.044
881.3,0.028
881.9,0.027
882.6,0.03
883.3,0.019
883.9,0.03
884.6,0.027
885.2,0.024
885.9,0.024
886.6,0.034
887.2,0.024
887.9,0.031
888.5,0.023
889.2,0.03
889.9,0.028
890.5,0.018
891.2,0.027
891.8,0.024
892.5,0.034
893.2,0.023
893.8,0.016
894.5,0.018
895.1,0.033
895.8,0.019
896.5,0.029
897.1,0.014
897.8,0.014
898.4,0.021
899.1,0.019
899.8,0.021
